ASV	Kingdom	Phylum	Class	Order	Family	Genus
Seq_7260	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Oleiharenicola
Seq_7261	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia
Seq_7262	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_7263	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_7264	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_7265	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Pasteuria
Seq_7266	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus
Seq_7267	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
Seq_7268	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Unclassified	Unclassified
Seq_7269	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Elsteraceae	Aliidongia
Seq_7270	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7271	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7272	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella
Seq_7273	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_7274	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Unclassified
Seq_7275	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_7276	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7277	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae Sedis	UBA12409
Seq_7278	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_7279	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_7280	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Unclassified	Unclassified
Seq_7281	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Unclassified
Seq_7283	Bacteria	Patescibacteria	Parcubacteria	Candidatus Jorgensenbacteria	Unclassified	Unclassified
Seq_7284	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_7286	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Endobacterium
Seq_7287	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Seq_7288	Bacteria	Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified
Seq_7289	Bacteria	Chloroflexota	Chloroflexia	Elev-1554	Unclassified	Unclassified
Seq_7291	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_7292	Bacteria	Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified
Seq_7293	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae Sedis	UBA12409
Seq_7294	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylophilus
Seq_7295	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7296	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Unclassified
Seq_7298	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_7299	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_7300	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae Sedis	UBA12409
Seq_7301	Bacteria	Myxococcota	Polyangiia	Polyangiales	Phaselicystaceae	Phaselicystis
Seq_7302	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	Unclassified	Unclassified	Unclassified
Seq_7303	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium
Seq_7304	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_7306	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified
Seq_7307	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_7308	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_7309	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter
Seq_7311	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_7313	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas
Seq_7315	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unclassified
Seq_7316	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_7317	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_7319	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_7320	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_7325	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_7326	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_7327	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_7328	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Unclassified
Seq_7329	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_7330	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7331	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Terrimicrobiaceae	FukuN18 freshwater group
Seq_7332	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_7333	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Endonucleariobacter
Seq_7334	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_7335	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_7336	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_7337	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_7338	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_7339	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified
Seq_7340	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_7341	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella
Seq_7342	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_7343	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_7344	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified
Seq_7345	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_7346	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_7347	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_7348	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unclassified	Unclassified
Seq_7350	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified
Seq_7351	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_7352	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7353	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter
Seq_7354	Bacteria	Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified
Seq_7355	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_7356	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_7357	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_7358	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	Unclassified
Seq_7359	Bacteria	Chloroflexota	Chloroflexia	Elev-1554	Unclassified	Unclassified
Seq_7361	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_7363	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_7364	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
Seq_7365	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_7366	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_7367	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unclassified
Seq_7369	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_7370	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Telmatospirillum
Seq_7371	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
Seq_7372	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified
Seq_7373	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_7374	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7375	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_7377	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_7379	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera
Seq_7385	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_7386	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Heliimonas
Seq_7388	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7389	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_7390	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter
Seq_7391	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified
Seq_7392	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_7393	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_7396	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_7397	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
Seq_7398	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera
Seq_7399	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Waddliaceae	Waddlia
Seq_7400	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_7401	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Unclassified	Unclassified
Seq_7402	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella
Seq_7403	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_7404	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Unclassified
Seq_7405	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_7406	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_7407	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Finniella
Seq_7408	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_7410	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_7411	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_7412	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_7413	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Occallatibacter
Seq_7415	Bacteria	Cyanobacteriota	Vampirivibrionia	Vampirovibrionales	Unclassified	Unclassified
Seq_7416	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_7417	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_7418	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_7419	Bacteria	Armatimonadota	Chthonomonadia	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Seq_7420	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_7421	Bacteria	Actinomycetota	Actinobacteria	Catenulisporales	Actinospicaceae	Unclassified
Seq_7422	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_7423	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_7427	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_7428	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_7429	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_7430	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_7431	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_7433	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_7434	Bacteria	Armatimonadota	Chthonomonadia	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Seq_7435	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_7436	Bacteria	Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified
Seq_7437	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_7438	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_7439	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_7440	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_7441	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_7445	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_7446	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
Seq_7448	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_7449	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	Unclassified	Unclassified
Seq_7450	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_7451	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_7452	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_7454	Bacteria	Chloroflexota	Unclassified	Unclassified	Unclassified	Unclassified
Seq_7459	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium
Seq_7460	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7461	Bacteria	Pseudomonadota	Gammaproteobacteria	Salinisphaerales	Nevskiaceae	Nevskia
Seq_7462	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_7463	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_7466	Bacteria	Planctomycetota	BD7-11	Unclassified	Unclassified	Unclassified
Seq_7467	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_7472	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_7473	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_7474	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_7475	Bacteria	Pseudomonadota	Gammaproteobacteria	I3A	Unclassified	Unclassified
Seq_7476	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_7477	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified
Seq_7478	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_7479	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Unclassified
Seq_7480	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_7481	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Spirillospora
Seq_7482	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_7483	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_7484	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	URHD0088	Unclassified
Seq_7485	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_7486	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Unclassified
Seq_7488	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_7489	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified
Seq_7490	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_7491	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera
Seq_7492	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_7493	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
Seq_7494	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_7496	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7497	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_7498	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
Seq_7499	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Unclassified
Seq_7500	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_7501	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_7502	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7503	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
Seq_7504	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_7505	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified
Seq_7507	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Telmatocola
Seq_7508	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_7509	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_7510	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_7511	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_7512	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified
Seq_7514	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir3 lineage
Seq_7515	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_7516	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_7517	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis
Seq_7519	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_7520	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_7521	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_7522	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_7523	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified
Seq_7524	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_7525	Bacteria	Cyanobacteriota	Sericytochromatia	Unclassified	Unclassified	Unclassified
Seq_7526	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_7527	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Heliimonas
Seq_7528	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_7529	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_7530	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_7531	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_7537	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7538	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_7539	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_7541	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma
Seq_7542	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Unclassified
Seq_7543	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_7544	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_7545	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_7546	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_7547	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Lichenibacterium
Seq_7548	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Acidicapsa
Seq_7549	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Unclassified
